"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss"
"1","numerals-zuni1245-1-one-1","numerals-zuni1245-1","Chan2019","one",1,"topinte","topinte","","false",NA,NA,NA
"2","numerals-zuni1245-1-two-1","numerals-zuni1245-1","Chan2019","two",2,"kʷili","kwili","","false",NA,NA,NA
"3","numerals-zuni1245-1-three-1","numerals-zuni1245-1","Chan2019","three",3,"haˀi","hai","","false",NA,NA,NA
"4","numerals-zuni1245-1-four-1","numerals-zuni1245-1","Chan2019","four",4,"aːwite","awite","","false",NA,NA,NA
"5","numerals-zuni1245-1-five-1","numerals-zuni1245-1","Chan2019","five",5,"apte","apte","","false",NA,NA,NA
"6","numerals-zuni1245-1-six-1","numerals-zuni1245-1","Chan2019","six",6,"topalekːˀja","topalekja","","false",NA,NA,NA
"7","numerals-zuni1245-1-seven-1","numerals-zuni1245-1","Chan2019","seven",7,"kʷilelekːˀja","kwilelekja","","false",NA,NA,NA
"8","numerals-zuni1245-1-eight-1","numerals-zuni1245-1","Chan2019","eight",8,"haˀelekːˀja","haelekja","","false",NA,NA,NA
"9","numerals-zuni1245-1-nine-1","numerals-zuni1245-1","Chan2019","nine",9,"tenalekːˀja","tenalekja","","false",NA,NA,NA
"10","numerals-zuni1245-1-ten-1","numerals-zuni1245-1","Chan2019","ten",10,"astemɬa","astemla","","false",NA,NA,NA
"11","numerals-zuni1245-1-eleven-1","numerals-zuni1245-1","Chan2019","eleven",11,"astemɬan topa jaɬtoˀ","astemlantopajalto","","false",NA,NA,NA
"12","numerals-zuni1245-1-twelve-1","numerals-zuni1245-1","Chan2019","twelve",12,"astemɬan kʷili jaɬtoˀ","astemlankwilijalto","","false",NA,NA,NA
"13","numerals-zuni1245-1-thirteen-1","numerals-zuni1245-1","Chan2019","thirteen",13,"astemɬan haˀijaɬtoˀ","astemlanhaijalto","","false",NA,NA,NA
"14","numerals-zuni1245-1-fourteen-1","numerals-zuni1245-1","Chan2019","fourteen",14,"astemɬan aːwitejaɬtoˀ","astemlanawitejalto","","false",NA,NA,NA
"15","numerals-zuni1245-1-fifteen-1","numerals-zuni1245-1","Chan2019","fifteen",15,"astemɬan apte jaɬtoˀ","astemlanaptejalto","","false",NA,NA,NA
"16","numerals-zuni1245-1-sixteen-1","numerals-zuni1245-1","Chan2019","sixteen",16,"astemɬan topalekːˀjajaɬtoˀ","astemlantopalekjajalto","","false",NA,NA,NA
"17","numerals-zuni1245-1-seventeen-1","numerals-zuni1245-1","Chan2019","seventeen",17,"astemɬan kʷilelekːˀja jaɬtoˀ","astemlankwilelekjajalto","","false",NA,NA,NA
"18","numerals-zuni1245-1-eighteen-1","numerals-zuni1245-1","Chan2019","eighteen",18,"astemɬan haˀelekːˀja jaɬtoˀ","astemlanhaelekjajalto","","false",NA,NA,NA
"19","numerals-zuni1245-1-nineteen-1","numerals-zuni1245-1","Chan2019","nineteen",19,"astemɬan tenalekːˀja jaɬtoˀ","astemlantenalekjajalto","","false",NA,NA,NA
"20","numerals-zuni1245-1-twenty-1","numerals-zuni1245-1","Chan2019","twenty",20,"kʷilikˀjan astemɬa","kwilikjanastemla","","false",NA,NA,NA
"21","numerals-zuni1245-1-twentyone-1","numerals-zuni1245-1","Chan2019","twentyone",21,"kʷilikˀjan astemɬan topa jaɬtoˀ","kwilikjanastemlantopajalto","","false",NA,NA,NA
"22","numerals-zuni1245-1-twentytwo-1","numerals-zuni1245-1","Chan2019","twentytwo",22,"kʷilikˀjan astemɬan kʷili jaɬtoˀ","kwilikjanastemlankwilijalto","","false",NA,NA,NA
"23","numerals-zuni1245-1-twentythree-1","numerals-zuni1245-1","Chan2019","twentythree",23,"kʷilikˀjan astemɬan haˀijaɬtoˀ","kwilikjanastemlanhaijalto","","false",NA,NA,NA
"24","numerals-zuni1245-1-twentyfour-1","numerals-zuni1245-1","Chan2019","twentyfour",24,"kʷilikˀjan astemɬan aːwitejaɬtoˀ","kwilikjanastemlanawitejalto","","false",NA,NA,NA
"25","numerals-zuni1245-1-twentyfive-1","numerals-zuni1245-1","Chan2019","twentyfive",25,"kʷilikˀjan astemɬan apte jaɬtoˀ","kwilikjanastemlanaptejalto","","false",NA,NA,NA
"26","numerals-zuni1245-1-twentysix-1","numerals-zuni1245-1","Chan2019","twentysix",26,"kʷilikˀjan astemɬantopalekːˀjajaɬtoˀ","kwilikjanastemlantopalekjajalto","","false",NA,NA,NA
"27","numerals-zuni1245-1-twentyseven-1","numerals-zuni1245-1","Chan2019","twentyseven",27,"kʷilikˀjan astemɬankʷilelekːˀja jaɬtoˀ","kwilikjanastemlankwilelekjajalto","","false",NA,NA,NA
"28","numerals-zuni1245-1-twentyeight-1","numerals-zuni1245-1","Chan2019","twentyeight",28,"kʷilikˀjan astemɬanhaˀelekːˀja jaɬtoˀ","kwilikjanastemlanhaelekjajalto","","false",NA,NA,NA
"29","numerals-zuni1245-1-twentynine-1","numerals-zuni1245-1","Chan2019","twentynine",29,"kʷilikˀjan astemɬantenalekːˀja jaɬtoˀ","kwilikjanastemlantenalekjajalto","","false",NA,NA,NA
"30","numerals-zuni1245-1-thirty-1","numerals-zuni1245-1","Chan2019","thirty",30,"haˀikˀjan astemɬa","haikjanastemla","","false",NA,NA,NA
"31","numerals-zuni1245-1-forty-1","numerals-zuni1245-1","Chan2019","forty",40,"aːwitenakˀjan astemɬa","awitenakjanastemla","","false",NA,NA,NA
"32","numerals-zuni1245-1-fifty-1","numerals-zuni1245-1","Chan2019","fifty",50,"aptenakˀjan astemɬa","aptenakjanastemla","","false",NA,NA,NA
"33","numerals-zuni1245-1-sixty-1","numerals-zuni1245-1","Chan2019","sixty",60,"topalekːˀjaˀm astemɬa","topalekjamastemla","","false",NA,NA,NA
"34","numerals-zuni1245-1-seventy-1","numerals-zuni1245-1","Chan2019","seventy",70,"kʷilelekːˀjaˀm astemɬa","kwilelekjamastemla","","false",NA,NA,NA
"35","numerals-zuni1245-1-eighty-1","numerals-zuni1245-1","Chan2019","eighty",80,"haˀelekːˀjaˀm astemɬa","haelekjamastemla","","false",NA,NA,NA
"36","numerals-zuni1245-1-ninety-1","numerals-zuni1245-1","Chan2019","ninety",90,"tenalekːˀjaˀm astemɬa","tenalekjamastemla","","false",NA,NA,NA
"37","numerals-zuni1245-1-hundred-1","numerals-zuni1245-1","Chan2019","hundred",100,"(tapnimte) asi astemɬa","tapnimteasiastemla","( 10 x 10 )","false",NA,NA,NA
"38","numerals-zuni1245-1-twohundred-1","numerals-zuni1245-1","Chan2019","twohundred",200,"kʷilikˀjan asi astemɬa","kwilikjanasiastemla","","false",NA,NA,NA
"39","numerals-zuni1245-1-thousand-1","numerals-zuni1245-1","Chan2019","thousand",1000,"tapnimte miːɬ","tapnimtemil","( 'miːɬ'< Spanish )","true",NA,NA,NA
