"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","FileName","Glosser"
"113",2,"numerals-kint1239-1-two-1","numerals-kint1239-1","Chan2019","two",2,"biyeh","biyeh","","false","2","",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"114",3,"numerals-kint1239-1-two-2","numerals-kint1239-1","Chan2019","two",2,"wih","wih","","false","2′","",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"115",4,"numerals-kint1239-1-two-3","numerals-kint1239-1","Chan2019","two",2,"duaʔ","dua","","false","2′′","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"116",5,"numerals-kint1239-1-three-1","numerals-kint1239-1","Chan2019","three",3,"tikaʔ","tika","","false","3","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"117",6,"numerals-kint1239-1-four-1","numerals-kint1239-1","Chan2019","four",4,"əmpat","ampat","","false","4","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"118",7,"numerals-kint1239-1-five-1","numerals-kint1239-1","Chan2019","five",5,"limaʔ","lima","","false","5","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"119",8,"numerals-kint1239-1-six-1","numerals-kint1239-1","Chan2019","six",6,"nam","nam","","false","6","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"120",9,"numerals-kint1239-1-seven-1","numerals-kint1239-1","Chan2019","seven",7,"tuɟoh","tujoh","","false","7","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"121",10,"numerals-kint1239-1-eight-1","numerals-kint1239-1","Chan2019","eight",8,"lapan","lapan","","false","8","borrowed from Malay (Austronesian); historically subtractive",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"122",11,"numerals-kint1239-1-nine-1","numerals-kint1239-1","Chan2019","nine",9,"səmbilan","sambilan","","false","9","borrowed from Malay (Austronesian); historically subtractive",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"123",12,"numerals-kint1239-1-ten-1","numerals-kint1239-1","Chan2019","ten",10,"səpuluh","sapuluh","","false","1′[⋅]10","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"124",13,"numerals-kint1239-1-eleven-1","numerals-kint1239-1","Chan2019","eleven",11,"sabəlas","sabalas","","false","1′[+]10′","borrowed from Malay (Austronesian); contributor notes uncertainty in how 11 is usually formed",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"125",14,"numerals-kint1239-1-twelve-1","numerals-kint1239-1","Chan2019","twelve",12,"dua bəlas","duabalas","","false","2′′[+]10′","borrowed from Malay (Austronesian); contributor notes uncertainty in how 12 is usually formed",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"126",15,"numerals-kint1239-1-twelve-2","numerals-kint1239-1","Chan2019","twelve",12,"wih bəlas","wihbalas","???","false","2′[+]10′","<bəlas> ‘teen’ borrowed from Malay (Austronesian); contributor notes uncertainty in how 12 is usually formed",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"127",16,"numerals-kint1239-1-thirteen-1","numerals-kint1239-1","Chan2019","thirteen",13,"tika bəlas","tikabalas","","false","3[+]10′","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"128",17,"numerals-kint1239-1-fourteen-1","numerals-kint1239-1","Chan2019","fourteen",14,"əmpat bəlas","ampatbalas","","false","4[+]10′","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"129",18,"numerals-kint1239-1-fifteen-1","numerals-kint1239-1","Chan2019","fifteen",15,"lima bəlas","limabalas","","false","5[+]10′","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"130",19,"numerals-kint1239-1-sixteen-1","numerals-kint1239-1","Chan2019","sixteen",16,"nam bəlas","nambalas","","false","6[+]10′","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"131",20,"numerals-kint1239-1-seventeen-1","numerals-kint1239-1","Chan2019","seventeen",17,"tuɟoh bəlas","tujohbalas","","false","7[+]10′","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"132",21,"numerals-kint1239-1-eighteen-1","numerals-kint1239-1","Chan2019","eighteen",18,"lapan bəlas","lapanbalas","","false","8[+]10′","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"133",22,"numerals-kint1239-1-nineteen-1","numerals-kint1239-1","Chan2019","nineteen",19,"səmbilan bəlas","sambilanbalas","","false","9[+]10′","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"134",23,"numerals-kint1239-1-twenty-1","numerals-kint1239-1","Chan2019","twenty",20,"dua puluh","duapuluh","","false","2′′[⋅]10","borrowed from Malay (Austronesian); contributor suggests uncertainty in how 20 is usually formed",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"135",24,"numerals-kint1239-1-twenty-2","numerals-kint1239-1","Chan2019","twenty",20,"wih puluh","wihpuluh","???","false","2′[⋅]10","<puluh> ‘ten’ borrowed from Malay (Austronesian); contributor suggests uncertainty in how 20 is usually formed",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"136",25,"numerals-kint1239-1-twentyone-1","numerals-kint1239-1","Chan2019","twentyone",21,"dua puluh satu","duapuluhsatu","","false","(2′′[⋅]10)[+]1′{?}","borrowed from Malay (Austronesian); contributor notes uncertainty in how 21 is usually formed",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"137",26,"numerals-kint1239-1-twentytwo-1","numerals-kint1239-1","Chan2019","twentytwo",22,"dua puluh duaʔ","duapuluhdua","","false","(2′′[⋅]10)[+]2′′","borrowed from Malay (Austronesian); contributor notes uncertainty in how 22 is usually formed",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"138",27,"numerals-kint1239-1-twentythree-1","numerals-kint1239-1","Chan2019","twentythree",23,"dua puluh tikaʔ","duapuluhtika","","false","(2′′[⋅]10)[+]3","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"139",28,"numerals-kint1239-1-twentyfour-1","numerals-kint1239-1","Chan2019","twentyfour",24,"dua puluh əmpat","duapuluhampat","","false","(2′′[⋅]10)[+]4","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"140",29,"numerals-kint1239-1-twentyfive-1","numerals-kint1239-1","Chan2019","twentyfive",25,"dua puluh lima","duapuluhlima","","false","(2′′[⋅]10)[+]5","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"141",30,"numerals-kint1239-1-twentysix-1","numerals-kint1239-1","Chan2019","twentysix",26,"dua puluh nam","duapuluhnam","","false","(2′′[⋅]10)[+]6","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"142",31,"numerals-kint1239-1-twentyseven-1","numerals-kint1239-1","Chan2019","twentyseven",27,"dua puluh tuɟoh","duapuluhtujoh","","false","(2′′[⋅]10)[+]7","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"143",32,"numerals-kint1239-1-twentyeight-1","numerals-kint1239-1","Chan2019","twentyeight",28,"dua puluh lapan","duapuluhlapan","","false","(2′′[⋅]10)[+]8","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"144",33,"numerals-kint1239-1-twentynine-1","numerals-kint1239-1","Chan2019","twentynine",29,"dua puluh səmbilan","duapuluhsambilan","","false","(2′′[⋅]10)[+]9","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"145",34,"numerals-kint1239-1-thirty-1","numerals-kint1239-1","Chan2019","thirty",30,"tikaʔ puluh","tikapuluh","","false","3[⋅]10","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"146",35,"numerals-kint1239-1-forty-1","numerals-kint1239-1","Chan2019","forty",40,"əmpat puluh","ampatpuluh","","false","4[⋅]10","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"147",36,"numerals-kint1239-1-fifty-1","numerals-kint1239-1","Chan2019","fifty",50,"lima puluh","limapuluh","","false","5[⋅]10","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"148",37,"numerals-kint1239-1-sixty-1","numerals-kint1239-1","Chan2019","sixty",60,"nam puluh","nampuluh","","false","6[⋅]10","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"149",38,"numerals-kint1239-1-seventy-1","numerals-kint1239-1","Chan2019","seventy",70,"tuɟoh puluh","tujohpuluh","","false","7[⋅]10","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"150",39,"numerals-kint1239-1-eighty-1","numerals-kint1239-1","Chan2019","eighty",80,"lapan puluh","lapanpuluh","","false","8[⋅]10","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"151",40,"numerals-kint1239-1-ninety-1","numerals-kint1239-1","Chan2019","ninety",90,"səmbilan puluh","sambilanpuluh","","false","9[⋅]10","borrowed from Malay (Austronesian)",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"152",41,"numerals-kint1239-1-hundred-1","numerals-kint1239-1","Chan2019","hundred",100,"saratus","saratus","","false","1′[⋅]100","borrowed from Malay (Austronesian); contributor notes uncertainty in how 100 is usually formed",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"153",42,"numerals-kint1239-1-twohundred-1","numerals-kint1239-1","Chan2019","twohundred",200,"dua ratus","duaratus","","false","2′′[⋅]100","borrowed from Malay (Austronesian); contributor notes uncertainty in how 200 is usually formed",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"154",43,"numerals-kint1239-1-twohundred-2","numerals-kint1239-1","Chan2019","twohundred",200,"wih ratus","wihratus","???","false","2′[⋅]100","<ratus> ‘hundred’ borrowed from Malay (Austronesian); contributor notes uncertainty in how 200 is usually formed",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"155",44,"numerals-kint1239-1-thousand-1","numerals-kint1239-1","Chan2019","thousand",1000,"saribu","saribu","","false","1′[⋅]1000","borrowed from Malay (Austronesian); contributor notes uncertainty in how 1000 is usually formed",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"156",45,"numerals-kint1239-1-twothousand-1","numerals-kint1239-1","Chan2019","twothousand",2000,"dua ribu","duaribu","","false","2′′[⋅]1000","borrowed from Malay (Austronesian); contributor notes uncertainty in how 2000 is usually formed",NA,"AA004-numerals-kint1239-1.csv","KM_NK_RB"
"157",1,"numerals-tong1308-1-one-1","numerals-tong1308-1","Chan2019","one",1,"naj","naj","","false","1","",NA,"AA005-numerals-tong1308-1_edited.csv","KM_NK_RB"
"158",2,"numerals-tong1308-1-one-2","numerals-tong1308-1","Chan2019","one",1,"naj paŋɛɕ","najpangec","","false","1{?}","",NA,"AA005-numerals-tong1308-1_edited.csv","KM_NK_RB"
"159",3,"numerals-tong1308-1-two-1","numerals-tong1308-1","Chan2019","two",2,"kəʔman","kaman","","false","2","",NA,"AA005-numerals-tong1308-1_edited.csv","KM_NK_RB"
"160",4,"numerals-tong1308-1-two-2","numerals-tong1308-1","Chan2019","two",2,"kəman pabiː","kamanpabi","","false","2{?}","",NA,"AA005-numerals-tong1308-1_edited.csv","KM_NK_RB"
"161",5,"numerals-tong1308-1-three-1","numerals-tong1308-1","Chan2019","three",3,"tiɡaʔ","tiga","< Malay","true","3","borrowed from Malay (Austronesian)",NA,"AA005-numerals-tong1308-1_edited.csv","KM_NK_RB"
"162",6,"numerals-tong1308-1-four-1","numerals-tong1308-1","Chan2019","four",4,"ʔawa","awa","both for 'many'","false","?","If it means ‘many’, it does not refer to an exact quantity.",NA,"AA005-numerals-tong1308-1_edited.csv","KM_NK_RB"
"163",7,"numerals-tong1308-1-four-2","numerals-tong1308-1","Chan2019","four",4,"bɛʰm","behm","both for 'many'","false","?","If it means ‘many’, it does not refer to an exact quantity.",NA,"AA005-numerals-tong1308-1_edited.csv","KM_NK_RB"
"164",8,"numerals-tong1308-1-hundred-1","numerals-tong1308-1","Chan2019","hundred",100,"ɬɔj naj paŋɛɕ","lojnajpangec","","false","100[⋅]1{?}","<ɬɔj> is borrowed from Thai (Tai-Kadai) /rɔ́ɔy/ ‘100’",NA,"AA005-numerals-tong1308-1_edited.csv","KM_NK_RB"
"165",9,"numerals-tong1308-1-thousand-1","numerals-tong1308-1","Chan2019","thousand",1000,"pan paŋɛɕ","panpangec","","false","1000[⋅1]{?}","<pan> is borrowed from Thai (Tai-Kadai) /phan/ ‘1000’",NA,"AA005-numerals-tong1308-1_edited.csv","KM_NK_RB"
"166",1,"numerals-bate1262-1-one-1","numerals-bate1262-1","Chan2019","one",1,"nay","nay",NA,"false","1","","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"167",2,"numerals-bate1262-1-one-2","numerals-bate1262-1","Chan2019","one",1,"ney","ney",NA,"false","1","","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"168",3,"numerals-bate1262-1-one-3","numerals-bate1262-1","Chan2019","one",1,"satuʔ","satu",NA,"false","1′{?}","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"169",4,"numerals-bate1262-1-two-1","numerals-bate1262-1","Chan2019","two",2,"duaʔ","dua",NA,"false","2","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"170",5,"numerals-bate1262-1-three-1","numerals-bate1262-1","Chan2019","three",3,"tigaʔ","tiga",NA,"false","3","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"171",6,"numerals-bate1262-1-four-1","numerals-bate1262-1","Chan2019","four",4,"empat","empat",NA,"false","4","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"172",7,"numerals-bate1262-1-five-1","numerals-bate1262-1","Chan2019","five",5,"limɛːʔ","lime",NA,"false","5","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"173",8,"numerals-bate1262-1-six-1","numerals-bate1262-1","Chan2019","six",6,"nɛm","nem",NA,"false","6","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"174",9,"numerals-bate1262-1-seven-1","numerals-bate1262-1","Chan2019","seven",7,"tuɟoh","tujoh",NA,"false","7","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"175",10,"numerals-bate1262-1-eight-1","numerals-bate1262-1","Chan2019","eight",8,"lapan","lapan",NA,"false","8","borrowed from Malay (Austronesian); historically subtractive","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"176",11,"numerals-bate1262-1-nine-1","numerals-bate1262-1","Chan2019","nine",9,"smilan","smilan",NA,"false","9","borrowed from Malay (Austronesian); historically subtractive","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"177",12,"numerals-bate1262-1-ten-1","numerals-bate1262-1","Chan2019","ten",10,"spuloh","spuloh",NA,"false","1′[⋅]10","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"178",13,"numerals-bate1262-1-eleven-1","numerals-bate1262-1","Chan2019","eleven",11,"sblas","sblas",NA,"false","1′[+]10′","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"179",14,"numerals-bate1262-1-twelve-1","numerals-bate1262-1","Chan2019","twelve",12,"dwaʔ blas","dwablas",NA,"false","2[+]10′","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"180",15,"numerals-bate1262-1-thirteen-1","numerals-bate1262-1","Chan2019","thirteen",13,"tigaʔ blas","tigablas",NA,"false","3[+]10′","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"181",16,"numerals-bate1262-1-fourteen-1","numerals-bate1262-1","Chan2019","fourteen",14,"ʔmpat blas","mpatblas",NA,"false","4[+]10′","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"182",17,"numerals-bate1262-1-fifteen-1","numerals-bate1262-1","Chan2019","fifteen",15,"limɛːʔ blas","limeblas",NA,"false","5[+]10′","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"183",18,"numerals-bate1262-1-sixteen-1","numerals-bate1262-1","Chan2019","sixteen",16,"nɛm blas","nemblas",NA,"false","6[+]10′","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"184",19,"numerals-bate1262-1-seventeen-1","numerals-bate1262-1","Chan2019","seventeen",17,"tuɟoh blas","tujohblas",NA,"false","7[+]10′","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"185",20,"numerals-bate1262-1-eighteen-1","numerals-bate1262-1","Chan2019","eighteen",18,"lapan blas","lapanblas",NA,"false","8[+]10′","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"186",21,"numerals-bate1262-1-nineteen-1","numerals-bate1262-1","Chan2019","nineteen",19,"smilan blas","smilanblas",NA,"false","9[+]10′","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"187",22,"numerals-bate1262-1-twenty-1","numerals-bate1262-1","Chan2019","twenty",20,"dwaʔ puloh","dwapuloh",NA,"false","2[⋅]10","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"188",23,"numerals-bate1262-1-twentyone-1","numerals-bate1262-1","Chan2019","twentyone",21,"dwaʔ puloh satoh","dwapulohsatoh",NA,"false","(2[⋅]10)[+]1′{?}","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"189",24,"numerals-bate1262-1-twentytwo-1","numerals-bate1262-1","Chan2019","twentytwo",22,"dwaʔ puloh dwaʔ","dwapulohdwa",NA,"false","(2[⋅]10)[+]2","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"190",25,"numerals-bate1262-1-twentythree-1","numerals-bate1262-1","Chan2019","twentythree",23,"dwaʔ puloh tigaʔ","dwapulohtiga",NA,"false","(2[⋅]10)[+]3","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"191",26,"numerals-bate1262-1-twentyfour-1","numerals-bate1262-1","Chan2019","twentyfour",24,"dwaʔ puloh ʔmpat","dwapulohmpat",NA,"false","(2[⋅]10)[+]4","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"192",27,"numerals-bate1262-1-twentyfive-1","numerals-bate1262-1","Chan2019","twentyfive",25,"dwaʔ puloh limɛːʔ","dwapulohlime",NA,"false","(2[⋅]10)[+]5","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"193",28,"numerals-bate1262-1-twentysix-1","numerals-bate1262-1","Chan2019","twentysix",26,"dwaʔ puloh nɛm","dwapulohnem",NA,"false","(2[⋅]10)[+]6","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"194",29,"numerals-bate1262-1-twentyseven-1","numerals-bate1262-1","Chan2019","twentyseven",27,"dwaʔ puloh tuɟoh","dwapulohtujoh",NA,"false","(2[⋅]10)[+]7","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"195",30,"numerals-bate1262-1-twentyeight-1","numerals-bate1262-1","Chan2019","twentyeight",28,"dwaʔ puloh lapan","dwapulohlapan",NA,"false","(2[⋅]10)[+]8","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"196",31,"numerals-bate1262-1-twentynine-1","numerals-bate1262-1","Chan2019","twentynine",29,"dwaʔ puloh smilan","dwapulohsmilan",NA,"false","(2[⋅]10)[+]9","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"197",32,"numerals-bate1262-1-thirty-1","numerals-bate1262-1","Chan2019","thirty",30,"tigaʔ puloh","tigapuloh",NA,"false","3[⋅]10","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"198",33,"numerals-bate1262-1-forty-1","numerals-bate1262-1","Chan2019","forty",40,"ʔmpat puloh","mpatpuloh",NA,"false","4[⋅]10","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"199",34,"numerals-bate1262-1-fifty-1","numerals-bate1262-1","Chan2019","fifty",50,"limɛːʔ puloh","limepuloh",NA,"false","5[⋅]10","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"200",35,"numerals-bate1262-1-sixty-1","numerals-bate1262-1","Chan2019","sixty",60,"nɛm puloh","nempuloh",NA,"false","6[⋅]10","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"201",36,"numerals-bate1262-1-seventy-1","numerals-bate1262-1","Chan2019","seventy",70,"tuɟoh puloh","tujohpuloh",NA,"false","7[⋅]10","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"202",37,"numerals-bate1262-1-eighty-1","numerals-bate1262-1","Chan2019","eighty",80,"lapan puloh","lapanpuloh",NA,"false","8[⋅]10","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"203",38,"numerals-bate1262-1-ninety-1","numerals-bate1262-1","Chan2019","ninety",90,"smilan puloh","smilanpuloh",NA,"false","9[⋅]10","borrowed from Malay (Austronesian)","","AA006-numerals-bate1262-1.csv","KM_NK_RB"
"204",39,"numerals-bate1262-1-hundred-1","numerals-bate1262-1","Chan2019","hundred",100,"sratos","sratos",NA,"false","100","borrowed from Malay (Austronesian); historically 1′[⋅]100","1′[⋅]100","AA006-numerals-bate1262-1.csv","KM_NK_RB"
