,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-jara1263-1-one-1,numerals-jara1263-1,Chan2019,one,1,mòk,mok,,false,1,,
2,numerals-jara1263-1-two-1,numerals-jara1263-1,Chan2019,two,2,ɓàri,bari,,false,2,,
3,numerals-jara1263-1-three-1,numerals-jara1263-1,Chan2019,three,3,tat,tat,,false,3,,
4,numerals-jara1263-1-four-1,numerals-jara1263-1,Chan2019,four,4,yǐn,yin,,false,4,,
5,numerals-jara1263-1-five-1,numerals-jara1263-1,Chan2019,five,5,towùn,towun,,false,5,,
6,numerals-jara1263-1-six-1,numerals-jara1263-1,Chan2019,six,6,təŋsɛlmò,tangselmo,( 5 + 1 ),false,5'+1,,
7,numerals-jara1263-1-seven-1,numerals-jara1263-1,Chan2019,seven,7,təŋsɛlɓàrì,tangselbari,( 5 + 2 ),false,5'+2,,
8,numerals-jara1263-1-eight-1,numerals-jara1263-1,Chan2019,eight,8,kɛsyǐn,kesyin,( 5 + 3 ),false,4’+4,,
9,numerals-jara1263-1-nine-1,numerals-jara1263-1,Chan2019,nine,9,kɛ̀stowun,kestowun,( 5 + 4 ),false,4’+5,,
10,numerals-jara1263-1-ten-1,numerals-jara1263-1,Chan2019,ten,10,lùm,lum,,false,10,,
11,numerals-jara1263-1-eleven-1,numerals-jara1263-1,Chan2019,eleven,11,lùm kwi mòk,lumkwimok,,false,10+{LIG}1,,
12,numerals-jara1263-1-twelve-1,numerals-jara1263-1,Chan2019,twelve,12,lùm kwi ɓàri,lumkwibari,,false,10+{LIG}2,,
13,numerals-jara1263-1-thirteen-1,numerals-jara1263-1,Chan2019,thirteen,13,lùm kwi tat,lumkwitat,,false,10+{LIG}3,,
14,numerals-jara1263-1-fourteen-1,numerals-jara1263-1,Chan2019,fourteen,14,lùm kwi yǐn,lumkwiyin,,false,10+{LIG}4,,
15,numerals-jara1263-1-fifteen-1,numerals-jara1263-1,Chan2019,fifteen,15,lùm kwi towùn,lumkwitowun,,false,10+{LIG}5,,
16,numerals-jara1263-1-sixteen-1,numerals-jara1263-1,Chan2019,sixteen,16,lùm kwi təŋsɛlmò,lumkwitangselmo,,false,10+{LIG}5'+1,,
17,numerals-jara1263-1-seventeen-1,numerals-jara1263-1,Chan2019,seventeen,17,lùm kwi təŋsɛlɓàrì,lumkwitangselbari,,false,10+{LIG}5’+2,,
18,numerals-jara1263-1-eighteen-1,numerals-jara1263-1,Chan2019,eighteen,18,lùm kwi kɛsyǐn,lumkwikesyin,,false,10+{LIG}4'+4,,
19,numerals-jara1263-1-nineteen-1,numerals-jara1263-1,Chan2019,nineteen,19,lùm kwi kɛ̀stowun,lumkwikestowun,,false,10+{LIG}4’+5,,
20,numerals-jara1263-1-twenty-1,numerals-jara1263-1,Chan2019,twenty,20,lùm kwi lùm,lumkwilum,( 10 + 10 ),false,10+{LIG}10,,
21,numerals-jara1263-1-twentyone-1,numerals-jara1263-1,Chan2019,twentyone,21,lùmi mòk,lumimok,,false,10+[10]+1,,
22,numerals-jara1263-1-twentytwo-1,numerals-jara1263-1,Chan2019,twentytwo,22,lùmi ɓàri,lumibari,,false,10+[10]+2,,
23,numerals-jara1263-1-twentythree-1,numerals-jara1263-1,Chan2019,twentythree,23,lùmi tat,lumitat,,false,10+[10]+3,,
24,numerals-jara1263-1-twentyfour-1,numerals-jara1263-1,Chan2019,twentyfour,24,lùmi yǐn,lumiyin,,false,10+[10]+4,,
25,numerals-jara1263-1-twentyfive-1,numerals-jara1263-1,Chan2019,twentyfive,25,lùmi towùn,lumitowun,,false,10+[10]+5,,
26,numerals-jara1263-1-twentysix-1,numerals-jara1263-1,Chan2019,twentysix,26,lùmi təŋsɛlmò,lumitangselmo,,false,10+[10]+6,,
27,numerals-jara1263-1-twentyseven-1,numerals-jara1263-1,Chan2019,twentyseven,27,lùmi təŋsɛlɓàrì,lumitangselbari,,false,10+[10]+7,,
28,numerals-jara1263-1-twentyeight-1,numerals-jara1263-1,Chan2019,twentyeight,28,lùmi kɛsyǐn,lumikesyin,,false,10+[10]+8,,
29,numerals-jara1263-1-twentynine-1,numerals-jara1263-1,Chan2019,twentynine,29,lùmi kɛ̀stowun,lumikestowun,,false,10+[10]+9,,
30,numerals-jara1263-1-thirty-1,numerals-jara1263-1,Chan2019,thirty,30,lùmi tat,lumitat,,false,10·3,,
31,numerals-jara1263-1-forty-1,numerals-jara1263-1,Chan2019,forty,40,lùmi yǐn,lumiyin,,false,10·4,,
32,numerals-jara1263-1-fifty-1,numerals-jara1263-1,Chan2019,fifty,50,lùmi towùn,lumitowun,,false,10·5,,
33,numerals-jara1263-1-sixty-1,numerals-jara1263-1,Chan2019,sixty,60,lùmi təŋsɛlmò,lumitangselmo,,false,10·(5’+1),,
34,numerals-jara1263-1-seventy-1,numerals-jara1263-1,Chan2019,seventy,70,lùmi təŋsɛlɓàrì,lumitangselbari,,false,10·(5’+2),,
35,numerals-jara1263-1-eighty-1,numerals-jara1263-1,Chan2019,eighty,80,lùmi kɛsyǐn,lumikesyin,,false,10·(4’+4),,
36,numerals-jara1263-1-ninety-1,numerals-jara1263-1,Chan2019,ninety,90,lùmi kɛ̀stowun,lumikestowun,,false,10·(4’+5),,
37,numerals-jara1263-1-hundred-1,numerals-jara1263-1,Chan2019,hundred,100,lùmi lùm,lumilum,( 10 x 10 ),false,10·10,,
