,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-guaa1238-1-one-1,numerals-guaa1238-1,Chan2019,one,1,ákò,ako,,false,1,,
2,numerals-guaa1238-1-two-1,numerals-guaa1238-1,Chan2019,two,2,nyɔ́,nyo,,false,2,,
3,numerals-guaa1238-1-three-1,numerals-guaa1238-1,Chan2019,three,3,sã́,sa,,false,3,,
4,numerals-guaa1238-1-four-1,numerals-guaa1238-1,Chan2019,four,4,nɛ̃̀,ne,,false,4,,
5,numerals-guaa1238-1-five-1,numerals-guaa1238-1,Chan2019,five,5,nĩ́,ni,,false,5,,
6,numerals-guaa1238-1-six-1,numerals-guaa1238-1,Chan2019,six,6,sĩ̀ɛ̀,sie,,false,6,,
7,numerals-guaa1238-1-seven-1,numerals-guaa1238-1,Chan2019,seven,7,sùnɔ̃́,suno,,false,7,,
8,numerals-guaa1238-1-eight-1,numerals-guaa1238-1,Chan2019,eight,8,twí,twi,,false,8,,
9,numerals-guaa1238-1-nine-1,numerals-guaa1238-1,Chan2019,nine,9,k͡plɔ̃́,kplo,,false,9,,
10,numerals-guaa1238-1-ten-1,numerals-guaa1238-1,Chan2019,ten,10,ìdú,idu,,false,10,,
11,numerals-guaa1238-1-eleven-1,numerals-guaa1238-1,Chan2019,eleven,11,ìdú-ákò,iduako,,false,10+1,,
12,numerals-guaa1238-1-twelve-1,numerals-guaa1238-1,Chan2019,twelve,12,ìdú-nyɔ́,idunyo,,false,10+2,,
13,numerals-guaa1238-1-thirteen-1,numerals-guaa1238-1,Chan2019,thirteen,13,ìdú-sã́,idusa,,false,10+3,,
14,numerals-guaa1238-1-fourteen-1,numerals-guaa1238-1,Chan2019,fourteen,14,ìdú-nɛ̃̀,idune,,false,10+4,,
15,numerals-guaa1238-1-fifteen-1,numerals-guaa1238-1,Chan2019,fifteen,15,ìdú-nĩ́,iduni,,false,10+5,,
16,numerals-guaa1238-1-sixteen-1,numerals-guaa1238-1,Chan2019,sixteen,16,ìdú-sĩ̀ɛ̀,idusie,,false,10+6,,
17,numerals-guaa1238-1-seventeen-1,numerals-guaa1238-1,Chan2019,seventeen,17,ìdú-sùnɔ̃́,idusuno,,false,10+7,,
18,numerals-guaa1238-1-eighteen-1,numerals-guaa1238-1,Chan2019,eighteen,18,ìdú-twí,idutwi,,false,10+8,,
19,numerals-guaa1238-1-nineteen-1,numerals-guaa1238-1,Chan2019,nineteen,19,ìdú-k͡plɔ̃́,idukplo,,false,10+9,,
20,numerals-guaa1238-1-twenty-1,numerals-guaa1238-1,Chan2019,twenty,20,òdònyɔ̃́,odonyo,,false,10·2,,
21,numerals-guaa1238-1-twentyone-1,numerals-guaa1238-1,Chan2019,twentyone,21,òdònyɔ̃́-ákò,odonyoako,,false,(10·2)+{and}1,,
22,numerals-guaa1238-1-twentytwo-1,numerals-guaa1238-1,Chan2019,twentytwo,22,òdònyɔ̃́-nyɔ́,odonyonyo,,false,(10·2)+{and}2,,
23,numerals-guaa1238-1-twentythree-1,numerals-guaa1238-1,Chan2019,twentythree,23,òdònyɔ̃́-sã́,odonyosa,,false,(10·2)+{and}3,,
24,numerals-guaa1238-1-twentyfour-1,numerals-guaa1238-1,Chan2019,twentyfour,24,òdònyɔ̃́-nɛ̃̀,odonyone,,false,(10·2)+{and}4,,
25,numerals-guaa1238-1-twentyfive-1,numerals-guaa1238-1,Chan2019,twentyfive,25,òdònyɔ̃́-nĩ́,odonyoni,,false,(10·2)+{and}5,,
26,numerals-guaa1238-1-twentysix-1,numerals-guaa1238-1,Chan2019,twentysix,26,òdònyɔ̃́-sĩ̀ɛ̀,odonyosie,,false,(10·2)+{and}6,,
27,numerals-guaa1238-1-twentyseven-1,numerals-guaa1238-1,Chan2019,twentyseven,27,òdònyɔ̃́-sùnɔ̃́,odonyosuno,,false,(10·2)+{and}7,,
28,numerals-guaa1238-1-twentyeight-1,numerals-guaa1238-1,Chan2019,twentyeight,28,òdònyɔ̃́-twí,odonyotwi,,false,(10·2)+{and}8,,
29,numerals-guaa1238-1-twentynine-1,numerals-guaa1238-1,Chan2019,twentynine,29,òdònyɔ̃́-k͡plɔ̃́,odonyokplo,,false,(10·2)+{and}9,,
30,numerals-guaa1238-1-thirty-1,numerals-guaa1238-1,Chan2019,thirty,30,édwɛ́sã̀,edwesa,,false,10·3,,
31,numerals-guaa1238-1-forty-1,numerals-guaa1238-1,Chan2019,forty,40,édwɛ́nɛ̃̀,edwene,,false,10·4,,
32,numerals-guaa1238-1-fifty-1,numerals-guaa1238-1,Chan2019,fifty,50,édwéní,edweni,,false,10·5,,
33,numerals-guaa1238-1-sixty-1,numerals-guaa1238-1,Chan2019,sixty,60,édwésĩ̀ɛ̀,edwesie,,false,10·6,,
34,numerals-guaa1238-1-seventy-1,numerals-guaa1238-1,Chan2019,seventy,70,édwésúnɔ̀,edwesuno,,false,10·7,,
35,numerals-guaa1238-1-eighty-1,numerals-guaa1238-1,Chan2019,eighty,80,édwétwí,edwetwi,,false,10·8,,
36,numerals-guaa1238-1-ninety-1,numerals-guaa1238-1,Chan2019,ninety,90,édwék͡plɔ̃́,edwekplo,,false,10·9,,
37,numerals-guaa1238-1-hundred-1,numerals-guaa1238-1,Chan2019,hundred,100,ɔ́lɔ̀fɛ́,olofe,(ákò),false,100,,
38,numerals-guaa1238-1-twohundred-1,numerals-guaa1238-1,Chan2019,twohundred,200,ɔ́lɔ̀fɛ́ nyɔ̃́,olofenyo,,false,100·2,,
39,numerals-guaa1238-1-thousand-1,numerals-guaa1238-1,Chan2019,thousand,1000,ák͡pè,akpe,,false,1000,,
40,numerals-guaa1238-1-twothousand-1,numerals-guaa1238-1,Chan2019,twothousand,2000,ḿk͡pè- nyɔ̃́,mkpenyo,,false,1000·2,,
