Language_ID,ID,Parameter_ID,Value,Form,Gloss,Alternate_Gloss,Comment_Glosser
mbun1249-1,mbun1249-1-1-1,1,cimo,cimo,1,,NA
mbun1249-1,mbun1249-1-2-1,2,vivali,vivali,2,,NA
mbun1249-1,mbun1249-1-3-1,3,vitatu,vitatu,3,,NA
mbun1249-1,mbun1249-1-4-1,4,viwana,viwana,4,,NA
mbun1249-1,mbun1249-1-5-1,5,vitanu,vitanu,5,,NA
mbun1249-1,mbun1249-1-6-1,6,vitanu na cimo,vitanu na cimo,5 + 1,,NA
mbun1249-1,mbun1249-1-7-1,7,vitanu na vivali,vitanu na vivali,5 + 2,,NA
mbun1249-1,mbun1249-1-8-1,8,vitanu na vitatu,vitanu na vitatu,5 + 3,,NA
mbun1249-1,mbun1249-1-9-1,9,vitanu na viwana,vitanu na viwana,5 + 4,,NA
mbun1249-1,mbun1249-1-10-1,10,likumi,likumi,10,,NA
mbun1249-1,mbun1249-1-11-1,11,likumi na cimo,likumi na cimo,10 + 1,,NA
mbun1249-1,mbun1249-1-12-1,12,likumi na vivali,likumi na vivali,10 + 2,,NA
mbun1249-1,mbun1249-1-13-1,13,likumi na vitatu,likumi na vitatu,10 + 3,,NA
mbun1249-1,mbun1249-1-14-1,14,likumi na viwana,likumi na viwana,10 + 4,,NA
mbun1249-1,mbun1249-1-15-1,15,likumi na vitanu,likumi na vitanu,10 + 5,,NA
mbun1249-1,mbun1249-1-16-1,16,likumi na vitanu na cimo,likumi na vitanu na cimo,10 + (5 + 1),,NA
mbun1249-1,mbun1249-1-17-1,17,likumi na vitanu na vivali,likumi na vitanu na vivali,10 + (5 + 2),,NA
mbun1249-1,mbun1249-1-18-1,18,likumi na vitanu na vitatu,likumi na vitanu na vitatu,10 + (5 + 3),,NA
mbun1249-1,mbun1249-1-19-1,19,likumi na vitanu na viwana,likumi na vitanu na viwana,10 + (5 + 4),,NA
mbun1249-1,mbun1249-1-20-1,20,makumi avali,makumi avali,10 · 2,,NA
mbun1249-1,mbun1249-1-21-1,21,makumi avali na cimo,makumi avali na cimo,(10 · 2) + 1,,NA
mbun1249-1,mbun1249-1-22-1,22,makumi avali na vivali,makumi avali na vivali,(10 · 2) + 2,,NA
mbun1249-1,mbun1249-1-23-1,23,makumi avali na vitatu,makumi avali na vitatu,(10 · 2) + 3,,NA
mbun1249-1,mbun1249-1-24-1,24,makumi avali na viwana,makumi avali na viwana,(10 · 2) + 4,,NA
mbun1249-1,mbun1249-1-25-1,25,makumi avali na vitanu,makumi avali na vitanu,(10 · 2) + 5,,NA
mbun1249-1,mbun1249-1-26-1,26,makumi avali na vitanu na cimo,makumi avali na vitanu na cimo,(10 · 2) + (5 + 1),,NA
mbun1249-1,mbun1249-1-27-1,27,makumi avali na vitanu na vivali,makumi avali na vitanu na vivali,(10 · 2) + (5 + 2),,NA
mbun1249-1,mbun1249-1-28-1,28,makumi avali na vitanu na vitatu,makumi avali na vitanu na vitatu,(10 · 2) + (5 + 3),,NA
mbun1249-1,mbun1249-1-29-1,29,makumi avali na vitanu na viwana,makumi avali na vitanu na viwana,(10 · 2) + (5 + 4),,NA
mbun1249-1,mbun1249-1-30-1,30,makumi atatu,makumi atatu,10 · 3,,NA
mbun1249-1,mbun1249-1-40-1,40,makumi awana,makumi awana,10 · 4,,NA
mbun1249-1,mbun1249-1-50-1,50,makumi atanu,makumi atanu,10 · 5,,NA
mbun1249-1,mbun1249-1-60-1,60,makumi atanu na limo,makumi atanu na limo,10 · (5 + 1),,NA
mbun1249-1,mbun1249-1-70-1,70,makumi atanu na avali,makumi atanu na avali,10 · (5 + 2),,NA
mbun1249-1,mbun1249-1-80-1,80,makumi atanu na atatu,makumi atanu na atatu,10 · (5 + 3),,NA
mbun1249-1,mbun1249-1-90-1,90,makumi atanu na awana,makumi atanu na awana,10 · (5 + 4),,NA
mbun1249-1,mbun1249-1-100-1,100,ciita,ciita,100,,NA
mbun1249-1,mbun1249-1-200-1,200,ciita vivali,ciita vivali,100 · 2,,NA
mbun1249-1,mbun1249-1-1000-1,1000,likulukazi,likulukazi,1000,,NA
mbun1249-1,mbun1249-1-2000-1,2000,kulukazi avali,kulukazi avali,1000 · 2,,NA
